"",,Municipio,AVIA TERAI,,,,
Ciruito,,,Masc.,,Fem.,,Total
"",110,,85,,60,,145
"",112,,3041,,2893,,5934
Total,AVIA TERAI,,3126,,2953,,6079
"",,Municipio,BARRANQUERAS,,,,
Ciruito,,,Masc.,,Fem.,,Total
"",9,,4549,,4818,,9367
"",10,,4731,,5020,,9751
"",11 A,,4114,,4443,,8557
"",11 B,,8500,,9324,,17824
Total,BARRANQUERAS,,21894,,23605,,45499
"",,Municipio,BASAIL,,,,
Ciruito,,,Masc.,,Fem.,,Total
"",26,,2637,,2084,,4721
Total,BASAIL,,2637,,2084,,4721
"",,Municipio,CAMPO LARGO,,,,
Ciruito,,,Masc.,,Fem.,,Total
"",113,,4427,,4294,,8721
"",114,,189,,117,,306
Total,CAMPO LARGO,,4616,,4411,,9027
"",,Municipio,CAPITAN SOLARI,,,,
Ciruito,,,Masc.,,Fem.,,Total
"",42,,1032,,947,,1979
Total,CAPITAN SOLARI,,1032,,947,,1979
"",,Municipio,CHARADAI,,,,
Ciruito,,,Masc.,,Fem.,,Total
"",69,,123,,92,,215
"",70,,696,,650,,1346
"",71,,57,,54,,111
"",72,,31,,17,,48
Total,CHARADAI,,907,,813,,1720
"",,Municipio,CHARATA,,,,
Ciruito,,,Masc.,,Fem.,,Total
"",119,,12538,,13031,,25569
"",120,,491,,414,,905
Total,CHARATA,,13029,,13445,,26474
"",,Municipio,CHOROTIS,,,,
Ciruito,,,Masc.,,Fem.,,Total
"",129,,980,,787,,1767
Total,CHOROTIS,,980,,787,,1767
"",,Municipio,CIERVO PETISO,,,
Ciruito,,,Masc.,Fem.,,Total
"",67,,541,,432,973
Total,CIERVO PETISO,,541,,432,973
"",,Municipio,COLONIA BENITEZ,,,
Ciruito,,,Masc.,Fem.,,Total
"",28,,1809,,1609,3418
"",28 A,,420,,391,811
Total,COLONIA BENITEZ,,2229,,2000,4229
"",,Municipio,COLONIA ELISA,,,
Ciruito,,,Masc.,Fem.,,Total
"",41,,2212,,2044,4256
Total,COLONIA ELISA,,2212,,2044,4256
"",,Municipio,COLONIA POPULAR,,,
Ciruito,,,Masc.,Fem.,,Total
"",33,,471,,378,849
Total,COLONIA POPULAR,,471,,378,849
"",,Municipio,COLONIAS UNIDAS,,,
Ciruito,,,Masc.,Fem.,,Total
"",43,,1844,,1744,3588
Total,COLONIAS UNIDAS,,1844,,1744,3588
"",,Municipio,CONCEP.DEL BERMEJO,,,
Ciruito,,,Masc.,Fem.,,Total
"",130,,2689,,2525,5214
Total,CONCEP.DEL BERMEJO,,2689,,2525,5214
"",,Municipio,CORONEL DU GRATY,,,
Ciruito,,,Masc.,Fem.,,Total
"",80,,4611,,4398,9009
Total,CORONEL DU GRATY,,4611,,4398,9009
"",,Municipio,CORZUELA,,,
Ciruito,,,Masc.,Fem.,,Total
"",115,,5045,,4833,9878
"",116,,1,,1,2
Total,CORZUELA,,5046,,4834,9880
"",,Municipio,COTE LAI,,,
Ciruito,,,Masc.,Fem.,,Total
"",36,,4,,3,7
"",68,,707,,644,1351
Total,COTE LAI,,711,,647,1358
"",,Municipio,EL ESPINILLO,,,,
Ciruito,,,Masc.,,Fem.,,Total
"",139,,1738,,1527,,3265
Total,EL ESPINILLO,,1738,,1527,,3265
"",,Municipio,EL SAUZALITO,,,,
Ciruito,,,Masc.,,Fem.,,Total
"",134 B,,2635,,2262,,4897
"",134 C,,615,,483,,1098
Total,EL SAUZALITO,,3250,,2745,,5995
"",,Municipio,ENRIQUE URIEN,,,,
Ciruito,,,Masc.,,Fem.,,Total
"",76,,679,,496,,1175
Total,ENRIQUE URIEN,,679,,496,,1175
"",,Municipio,FONTANA,,,,
Ciruito,,,Masc.,,Fem.,,Total
"",22 A,,4034,,4043,,8077
"",22 B,,5000,,5136,,10136
"",23,,4955,,5079,,10034
Total,FONTANA,,13989,,14258,,28247
"",,Municipio,FUERTE ESPERANZA,,,,
Ciruito,,,Masc.,,Fem.,,Total
"",134 A,,752,,622,,1374
"",135 A,,1399,,1137,,2536
Total,FUERTE ESPERANZA,,2151,,1759,,3910
"",,Municipio,G. J. DE SAN MARTIN,,,,
Ciruito,,,Masc.,,Fem.,,Total
"",61,,919,,745,,1664
"",62,,12310,,12871,,25181
"",63,,418,,330,,748
Total,G. J. DE SAN MARTIN,,13647,,13946,,27593
"",,Municipio,GANCEDO,,,,
Ciruito,,,Masc.,,Fem.,,Total
"",125,,2290,,1955,,4245
Total,GANCEDO,,2290,,1955,,4245
"",,Municipio,GENERAL CAPDEVILA,,,,
Ciruito,,,Masc.,,Fem.,,Total
"",124,,423,,362,,785
Total,GENERAL CAPDEVILA,,423,,362,,785
"",,Municipio,GENERAL PINEDO,,,,
Ciruito,,,Masc.,,Fem.,,Total
"",121,,599,,439,1038
"",122,,6429,,6245,12674
"",123,,530,,421,951
Total,GENERAL PINEDO,,7558,,7105,14663
"",,Municipio,GENERAL VEDIA,,,
Ciruito,,,Masc.,Fem.,,Total
"",54,,1674,,1488,3162
"",56,,9,,6,15
Total,GENERAL VEDIA,,1683,,1494,3177
"",,Municipio,HERMOSO CAMPO,,,
Ciruito,,,Masc.,Fem.,,Total
"",126,,2887,,2822,5709
"",127,,140,,88,228
Total,HERMOSO CAMPO,,3027,,2910,5937
"",,Municipio,ISLA DEL CERRITO,,,
Ciruito,,,Masc.,Fem.,,Total
"",49,,935,,783,1718
Total,ISLA DEL CERRITO,,935,,783,1718
"",,Municipio,JUAN JOSE CASTELLI,,,
Ciruito,,,Masc.,Fem.,,Total
"",136,,13369,,13579,26948
"",137,,742,,647,1389
"",138 A,,319,,276,595
Total,JUAN JOSE CASTELLI,,14430,14502,,28932
"",,Municipio,LA CLOTILDE,,,
Ciruito,,,Masc.,Fem.,,Total
"",85,,2243,,2110,4353
Total,LA CLOTILDE,,2243,,2110,4353
"",,Municipio,LA EDUVIGIS,,,
Ciruito,,,Masc.,Fem.,,Total
"",31,,3,,0,3
"",58,,429,,384,813
"",59,,445,,375,820
Total,LA EDUVIGIS,,877,,759,1636
"",,Municipio,LA ESCONDIDA,,,
Ciruito,,,Masc.,Fem.,,Total
"",40,,1772,,1695,3467
Total,LA ESCONDIDA,,1772,,1695,3467
"",,Municipio,LA LEONESA,,,
Ciruito,,,Masc.,Fem.,,Total
"",50,,272,,210,482
"",51,,118,,91,209
"",53,,,4193,,4286,8479
"",57,,,122,,105,227
Total,LA LEONESA,,,4705,,4692,9397
"",,Municipio,LA TIGRA,,,,
Ciruito,,,,Masc.,Fem.,,Total
"",86,,,2180,,1984,4164
Total,LA TIGRA,,,2180,,1984,4164
"",,Municipio,LA VERDE,,,,
Ciruito,,,,Masc.,Fem.,,Total
"",39,,,1536,,1467,3003
Total,LA VERDE,,,1536,,1467,3003
"",,Municipio,LAGUNA BLANCA,,,,
Ciruito,,,,Masc.,Fem.,,Total
"",34,,,395,,386,781
Total,LAGUNA BLANCA,,,395,,386,781
"",,Municipio,LAGUNA LIMPIA,,,,
Ciruito,,,,Masc.,Fem.,,Total
"",66,,,833,,762,1595
Total,LAGUNA LIMPIA,,,833,,762,1595
"",,Municipio,LAPACHITO,,,,
Ciruito,,,,Masc.,Fem.,,Total
"",37,,,468,,466,934
Total,LAPACHITO,,,468,,466,934
"",,Municipio,LAS BREÑAS,,,,
Ciruito,,,,Masc.,Fem.,,Total
"",117,,,10713,,10828,21541
"",117 A,,,320,,297,617
"",118,,,487,,384,871
"",118 A,,,357,,306,663
Total,LAS BREÑAS,,,11877,11815,,23692
"",,Municipio,LAS GARCITAS,,,,
Ciruito,,,,Masc.,Fem.,,Total
"",44,,,2556,,2311,4867
Total,LAS GARCITAS,,,2556,,2311,4867
"",,Municipio,LAS PALMAS,,,,
Ciruito,,,,Masc.,Fem.,,Total
"",52,,,2990,,2998,5988
Total,LAS PALMAS,,,2990,,2998,5988
"",,,Municipio,LOS FRENTONES,,,
Ciruito,,,,Masc.,Fem.,,Total
"",132,,,2609,2304,,4913
"",132 A,,,474,377,,851
Total,LOS FRENTONES,,,3083,2681,,5764
"",,,Municipio,MACHAGAI,,,
Ciruito,,,,Masc.,Fem.,,Total
"",102,,,105,81,,186
"",103,,,820,596,,1416
"",104,,,9275,9499,,18774
"",105,,,2063,1800,,3863
"",106,,,86,68,,154
Total,MACHAGAI,,,12349,12044,,24393
"",,,Municipio,MAKALLE,,,
Ciruito,,,,Masc.,Fem.,,Total
"",38,,,2460,2238,,4698
Total,MAKALLE,,,2460,2238,,4698
"",,,Municipio,MARGARITA BELEN,,,
Ciruito,,,,Masc.,Fem.,,Total
"",29,,,3048,2954,,6002
"",30,,,114,82,,196
Total,MARGARITA BELEN,,,3162,3036,,6198
"",,,Municipio,MIRAFLORES,,,
Ciruito,,,,Masc.,Fem.,,Total
"",135 B,,,4763,4312,,9075
"",135 C,,,706,528,,1234
Total,MIRAFLORES,,,5469,4840,,10309
"",,,Municipio,MISION NUEVA POMPEYA,,,
Ciruito,,,,Masc.,Fem.,,Total
"",134 D,,,2856,2613,,5469
Total,MISION NUEVA POMPEYA,,,2856,2613,,5469
"",,,Municipio,NAPENAY,,,
Ciruito,,,,Masc.,Fem.,,Total
"",111,,,1565,1492,,3057
Total,NAPENAY,,,1565,1492,,3057
"",,,Municipio,PAMPA ALMIRON,,,
Ciruito,,,,Masc.,Fem.,,Total
"",60,,,1016,899,,1915
Total,PAMPA ALMIRON,,,1016,899,,1915
"",,Municipio,PAMPA DEL INDIO,,,
Ciruito,,,Masc.,Fem.,,Total
"",65,,6337,5894,,12231
Total,PAMPA DEL INDIO,,6337,5894,,12231
"",,Municipio,PAMPA DEL INFIERNO,,,
Ciruito,,,Masc.,Fem.,,Total
"",131,,4751,4306,,9057
Total,PAMPA DEL INFIERNO,,4751,4306,,9057
"",,Municipio,PCIA. DE LA PLAZA,,,
Ciruito,,,Masc.,Fem.,,Total
"",45,,250,208,,458
"",46,,143,101,,244
"",47,,4613,4699,,9312
"",48,,103,64,,167
Total,PCIA. DE LA PLAZA,,5109,5072,,10181
"",,Municipio,PCIA. ROQUE S.PEÑA,,,
Ciruito,,,Masc.,Fem.,,Total
"",87,,984,742,,1726
"",88,,11300,12193,,23493
"",89,,10934,11829,,22763
"",90,,1211,1323,,2534
"",91,,2124,2246,,4370
"",92,,3442,3873,,7315
"",93,,1478,1666,,3144
"",94,,5689,6375,,12064
"",95,,227,148,,375
"",96,,599,412,,1011
"",97,,398,300,,698
Total,PCIA. ROQUE S.PEÑA,,38386,41107,,79493
"",,Municipio,PRESIDENCIA ROCA,,,
Ciruito,,,Masc.,Fem.,,Total
"",64,,2060,1948,,4008
Total,PRESIDENCIA ROCA,,2060,1948,,4008
"",,Municipio,PUERTO BERMEJO,,,
Ciruito,,,Masc.,Fem.,,Total
"",55 A,,1079,945,,2024
Total,PUERTO BERMEJO,,1079,945,,2024
"",,Municipio,PUERTO EVA PERON,,,
Ciruito,,,Masc.,Fem.,,Total
"",55 B,,412,359,,771
Total,PUERTO EVA PERON,,412,359,,771
"",,Municipio,PUERTO TIROL,,,
Ciruito,,,Masc.,Fem.,,Total
"",32,,4514,,4367,8881
"",35,,8,,5,13
Total,PUERTO TIROL,,4522,,4372,8894
"",,Municipio,PUERTO VILELAS,,,
Ciruito,,,Masc.,Fem.,,Total
"",12,,5253,,5036,10289
Total,PUERTO VILELAS,,5253,,5036,10289
"",,Municipio,QUITILIPI,,,
Ciruito,,,Masc.,Fem.,,Total
"",98,,10921,,11347,22268
"",99,,558,,410,968
"",100,,1132,,893,2025
"",101,,1220,,1019,2239
Total,QUITILIPI,,13831,13669,,27500
"",,Municipio,RESISTENCIA,,,
Ciruito,,,Masc.,Fem.,,Total
"",1,,2368,,2852,5220
"",2,,2201,,2504,4705
"",3,,2171,,2473,4644
"",4,,2297,,2867,5164
"",5 A,,4493,,4977,9470
"",5 B,,3343,,3467,6810
"",6,,1269,,1450,2719
"",7 A,,5356,,5844,11200
"",7 B,,6327,,6791,13118
"",8 A,,10827,,11530,22357
"",8 B,,7007,,7572,14579
"",13 A,,5889,,6524,12413
"",13 B,,9712,,10274,19986
"",14,,2865,,3222,6087
"",15,,7340,,8381,15721
"",16 A,,12664,,14266,26930
"",16 B,,7863,,8785,16648
"",16 C,,5585,,6305,11890
"",17,,1942,,1990,3932
"",18,,5098,,5435,10533
"",19 A,,3173,,3523,6696
"",19 B,,3268,,3333,6601
"",20,,607,,665,1272
"",21,,4007,,4284,8291
"",24,,253,,207,460
"",25,,16,,8,24
"",27,,215,,162,377
Total,RESISTENCIA,,118156,129691,,247847
"",,Municipio,SAMUHU,,,
Ciruito,,,Masc.,Fem.,,Total
"",75,,853,,771,1624
Total,SAMUHU,,853,,771,1624
"",,Municipio,SAN BERNARDO,,,
Ciruito,,,Masc.,Fem.,,Total
"",83,,213,,181,394
"",84,,4291,,4178,8469
Total,SAN BERNARDO,,4504,,4359,8863
"",,Municipio,SANTA SYLVINA,,,
Ciruito,,,Masc.,Fem.,,Total
"",128,,4359,,4088,8447
Total,SANTA SYLVINA,,4359,,4088,8447
"",,Municipio,TACO POZO,,,
Ciruito,,,Masc.,Fem.,,Total
"",133,,4549,,4287,8836
Total,TACO POZO,,4549,,4287,8836
"",,Municipio,TRES ISLETAS,,,
Ciruito,,,Masc.,Fem.,,Total
"",107,,268,,203,471
"",108,,9902,,9419,19321
"",109,,317,,225,542
Total,TRES ISLETAS,,10487,,9847,20334
"",,Municipio,VILLA ANGELA,,,
Ciruito,,,Masc.,Fem.,,Total
"",77,,3143,,3160,6303
"",78,,8218,,8933,17151
"",79,,6520,,6804,13324
"",81,,70,,69,139
"",82,,440,,332,772
Total,VILLA ANGELA,,18391,19298,,37689
"",,Municipio,VILLA BERTHET,,,
Ciruito,,,Masc.,Fem.,,Total
"",73,,137,,143,280
"",74,,5567,,5329,10896
Total,VILLA BERTHET,,5704,,5472,11176
"",,Municipio,VILLA RIO BERMEJITO,,,
Ciruito,,,Masc.,Fem.,,Total
"",138 B,,3586,,3279,6865
Total,VILLA RIO BERMEJITO,,3586,,3279,6865
"",Total,,451096,456977,,908073
